,気温(℃),降水量(mm),現地気圧(hPa),相対湿度(％)
838,5.0,0.0,1014.2,81.0
839,5.8,0.0,1014.3,74.0
840,4.7,0.0,1013.9,76.0
841,4.4,0.0,1014.2,77.0
842,4.0,0.0,1014.4,72.0
843,3.5,0.0,1013.8,62.0
844,3.0,0.0,1013.5,59.0
845,1.7,0.0,1013.6,66.0
846,2.2,0.0,1013.9,66.0
847,1.1,0.0,1014.3,76.0
848,4.9,0.0,1014.7,60.0
849,7.4,0.0,1014.7,45.0
850,9.6,0.0,1014.1,36.0
851,11.5,0.0,1013.1,35.0
852,11.7,0.0,1012.1,31.0
853,12.0,0.0,1011.5,28.0
854,12.6,0.0,1011.0,23.0
855,11.5,0.0,1010.9,30.0
856,11.1,0.0,1010.7,28.0
857,10.4,0.0,1011.4,31.0
858,10.3,0.0,1012.2,36.0
859,9.5,0.0,1012.0,51.0
860,9.1,0.0,1012.0,56.0
861,8.0,0.0,1012.4,62.0
862,7.1,0.0,1011.8,67.0
863,6.9,0.0,1011.8,69.0
864,6.9,0.0,1011.5,71.0
865,6.4,0.0,1010.6,73.0
866,6.1,0.0,1010.4,74.0
867,5.9,0.0,1009.9,74.0
868,5.5,0.0,1009.9,70.0
869,5.0,0.0,1009.9,68.0
870,5.1,0.0,1010.3,68.0
871,5.1,0.0,1009.8,68.0
872,6.0,0.0,1010.2,67.0
873,6.8,0.0,1010.6,65.0
874,7.2,0.0,1010.9,64.0
875,7.7,0.0,1010.4,65.0
876,8.6,0.0,1009.4,62.0
877,8.9,0.0,1008.2,60.0
878,9.0,0.0,1007.2,61.0
879,9.1,0.0,1008.2,63.0
880,8.3,0.0,1008.3,68.0
881,7.7,0.0,1008.7,72.0
882,7.0,0.0,1009.0,74.0
883,6.5,0.0,1009.4,75.0
884,6.3,0.0,1009.1,75.0
885,6.3,0.0,1009.7,74.0
886,6.2,0.0,1009.4,74.0
887,5.7,0.0,1009.3,71.0
888,4.4,0.0,1009.7,73.0
889,3.3,0.0,1010.3,73.0
890,2.1,0.0,1010.4,80.0
891,1.5,0.0,1009.6,82.0
892,1.8,0.0,1009.6,78.0
893,2.1,0.0,1010.0,72.0
894,2.6,0.0,1010.5,62.0
895,2.7,0.0,1011.6,55.0
896,3.1,0.0,1012.3,50.0
897,5.1,0.0,1012.8,39.0
898,6.1,0.0,1013.0,35.0
899,7.1,0.0,1012.3,29.0
900,8.1,0.0,1011.7,26.0
901,8.4,0.0,1011.7,25.0
902,8.7,0.0,1012.0,24.0
903,8.3,0.0,1012.7,23.0
904,7.3,0.0,1013.3,26.0
905,6.4,0.0,1014.0,25.0
906,5.6,0.0,1014.8,27.0
907,5.8,0.0,1015.6,28.0
908,5.8,0.0,1016.2,48.0
909,5.3,0.0,1016.8,50.0
910,4.6,0.0,1016.8,52.0
911,4.2,0.0,1017.0,50.0
912,2.8,0.0,1017.1,55.0
913,3.2,0.0,1017.0,56.0
914,2.6,0.0,1017.2,56.0
915,2.3,0.0,1016.9,54.0
916,2.0,0.0,1016.9,54.0
917,1.7,0.0,1016.8,53.0
918,1.8,0.0,1017.3,53.0
919,2.1,0.0,1017.6,53.0
920,2.5,0.0,1018.0,49.0
921,3.8,0.0,1017.9,49.0
922,4.7,0.0,1017.6,49.0
923,4.9,0.0,1016.9,48.0
924,5.3,0.0,1015.4,50.0
925,7.9,0.0,1014.3,47.0
926,8.0,0.0,1013.4,45.0
927,8.5,0.0,1012.9,44.0
928,8.4,0.0,1012.9,42.0
929,7.7,0.0,1013.2,54.0
930,6.0,0.0,1013.7,63.0
931,5.4,0.0,1013.7,66.0
932,4.6,0.0,1013.6,66.0
933,4.1,0.0,1013.5,71.0
934,4.2,0.0,1013.5,68.0
935,2.5,0.0,1012.7,74.0
936,2.3,0.0,1011.9,75.0
937,2.5,0.0,1011.4,76.0
938,1.6,0.0,1010.6,81.0
939,1.5,0.0,1009.4,82.0
940,1.5,0.0,1008.7,84.0
941,0.9,0.0,1008.2,86.0
942,1.0,0.0,1007.9,86.0
943,1.3,0.0,1007.9,84.0
944,2.9,0.0,1007.6,76.0
945,6.5,0.0,1007.1,63.0
946,8.5,0.0,1006.4,49.0
947,11.7,0.0,1005.0,38.0
948,12.6,0.0,1003.2,29.0
949,13.3,0.0,1001.5,28.0
950,13.0,0.0,1001.0,35.0
951,12.0,0.0,1001.5,36.0
952,11.5,0.0,1002.6,32.0
953,10.4,0.0,1004.0,32.0
954,8.3,0.0,1005.2,42.0
955,7.5,0.0,1006.2,43.0
956,7.0,0.0,1007.2,45.0
957,6.6,0.0,1008.2,46.0
958,5.9,0.0,1009.0,48.0
959,5.2,0.0,1009.9,53.0
960,4.5,0.0,1010.1,56.0
961,4.5,0.0,1010.4,53.0
962,4.8,0.0,1010.8,45.0
963,4.6,0.0,1011.1,42.0
964,3.6,0.0,1011.9,45.0
965,1.6,0.0,1012.8,58.0
966,2.8,0.0,1013.6,47.0
967,3.2,0.0,1014.6,42.0
968,4.7,0.0,1015.2,34.0
969,5.9,0.0,1015.6,29.0
970,7.5,0.0,1016.1,25.0
971,8.4,0.0,1016.1,22.0
972,9.5,0.0,1015.8,22.0
973,10.0,0.0,1015.7,22.0
974,9.6,0.0,1015.8,20.0
975,9.3,0.0,1016.0,22.0
976,8.6,0.0,1016.4,21.0
977,7.3,0.0,1017.5,25.0
978,6.1,0.0,1018.6,32.0
979,5.4,0.0,1019.2,35.0
980,5.4,0.0,1020.1,31.0
981,5.3,0.0,1020.9,29.0
982,5.4,0.0,1021.3,29.0
983,5.1,0.0,1021.4,29.0
984,4.8,0.0,1021.7,30.0
985,4.8,0.0,1022.4,32.0
986,4.2,0.0,1022.8,34.0
987,4.1,0.0,1023.3,35.0
988,3.5,0.0,1023.7,38.0
989,3.7,0.0,1024.1,39.0
990,2.9,0.0,1024.7,44.0
991,2.1,0.0,1025.6,51.0
992,3.8,0.0,1026.7,44.0
993,6.2,0.0,1027.4,39.0
994,6.8,0.0,1027.7,36.0
995,7.9,0.0,1027.6,32.0
996,8.2,0.0,1027.1,27.0
997,9.4,0.0,1027.0,26.0
998,9.7,0.0,1026.9,26.0
999,9.8,0.0,1027.0,25.0
1000,9.4,0.0,1027.3,25.0
1001,8.1,0.0,1028.0,29.0
1002,5.8,0.0,1028.7,44.0
1003,7.2,0.0,1029.4,52.0
1004,6.1,0.0,1030.0,59.0
1005,6.3,0.0,1030.5,57.0
1006,4.6,0.0,1030.7,62.0
1007,4.9,0.0,1031.0,55.0
1008,5.2,0.0,1031.2,53.0
1009,3.7,0.0,1031.0,63.0
1010,3.5,0.0,1030.9,64.0
1011,3.1,0.0,1030.9,64.0
1012,2.5,0.0,1030.8,69.0
1013,1.7,0.0,1031.0,72.0
1014,1.9,0.0,1031.3,68.0
1015,2.2,0.0,1031.2,61.0
1016,3.6,0.0,1031.1,58.0
1017,4.6,0.0,1031.2,56.0
1018,5.6,0.0,1030.9,55.0
1019,6.7,0.0,1029.9,50.0
1020,8.2,0.0,1029.1,47.0
1021,9.3,0.0,1028.0,48.0
1022,10.0,0.0,1027.1,49.0
1023,10.9,0.0,1026.6,52.0
1024,10.3,0.0,1026.1,56.0
1025,10.1,0.0,1026.0,63.0
1026,10.2,0.0,1025.7,65.0
1027,11.0,0.0,1025.5,65.0
1028,11.0,0.0,1025.1,69.0
1029,10.7,0.0,1024.9,78.0
1030,10.8,0.0,1024.2,86.0
1031,10.6,0.0,1023.3,89.0
1032,10.7,0.0,1022.6,91.0
1033,9.8,0.0,1022.1,81.0
1034,9.2,0.0,1022.0,61.0
1035,8.7,0.0,1021.4,63.0
1036,8.5,0.0,1020.5,56.0
1037,8.4,0.0,1020.1,56.0
1038,8.4,0.0,1019.7,55.0
1039,8.6,0.0,1019.9,55.0
1040,8.8,0.0,1020.2,53.0
1041,9.9,0.0,1019.6,51.0
1042,12.0,0.0,1018.8,47.0
1043,14.9,0.0,1017.9,46.0
1044,17.0,0.0,1016.3,46.0
1045,20.4,0.0,1015.1,46.0
1046,20.0,0.0,1014.2,49.0
1047,19.7,0.0,1013.7,56.0
1048,18.1,0.0,1013.6,63.0
1049,17.0,0.0,1013.7,67.0
1050,16.5,0.0,1013.9,73.0
1051,16.8,0.0,1013.3,71.0
1052,16.5,0.0,1013.2,81.0
1053,16.5,0.0,1012.4,84.0
1054,16.6,0.0,1011.6,87.0
1055,17.1,0.0,1010.2,81.0
1056,17.3,0.0,1009.2,81.0
1057,17.1,0.0,1007.5,84.0
1058,16.4,0.5,1006.6,94.0
1059,16.6,3.5,1004.6,96.0
1060,16.9,3.0,1002.2,95.0
1061,17.3,0.5,1000.7,92.0
1062,18.2,0.0,999.7,89.0
1063,18.7,0.0,999.2,87.0
1064,17.8,1.5,998.8,94.0
1065,17.5,2.0,997.4,94.0
1066,18.4,0.5,996.5,90.0
1067,17.9,0.5,995.2,95.0
1068,19.6,0.5,993.4,89.0
1069,22.0,0.0,991.4,73.0
1070,22.7,0.0,990.6,67.0
1071,23.0,0.0,990.3,55.0
1072,22.3,0.0,990.2,52.0
1073,20.8,0.0,991.1,56.0
1074,19.8,0.0,992.5,62.0
1075,18.7,0.0,993.2,64.0
1076,17.8,0.0,993.3,67.0
1077,17.7,0.0,993.6,64.0
1078,15.8,0.0,993.2,73.0
1079,16.0,0.0,994.0,58.0
1080,15.5,0.0,994.3,61.0
1081,14.5,0.0,994.3,66.0
1082,13.6,0.0,994.6,68.0
1083,13.2,0.0,995.0,65.0
1084,12.9,0.0,995.3,60.0
1085,12.3,0.0,996.0,49.0
1086,11.8,0.0,996.4,47.0
1087,11.1,0.0,997.4,46.0
1088,11.3,0.0,998.3,45.0
1089,12.4,0.0,998.2,55.0
1090,11.3,0.0,998.7,61.0
1091,9.9,0.0,998.8,46.0
1092,6.3,0.0,999.2,69.0
1093,5.9,0.0,998.9,69.0
1094,6.5,0.0,998.4,59.0
1095,5.4,0.0,1000.1,72.0
1096,4.5,0.5,1001.1,77.0
1097,4.2,0.0,1001.5,77.0
1098,3.4,0.0,1002.6,78.0
1099,4.5,0.0,1003.6,56.0
1100,4.3,0.0,1004.6,62.0
1101,3.8,0.0,1005.3,68.0
1102,4.0,0.0,1005.9,51.0
1103,3.6,0.0,1006.2,47.0
1104,3.3,0.0,1006.8,40.0
1105,2.9,0.0,1007.2,44.0
1106,2.4,0.0,1007.6,47.0
1107,2.4,0.0,1007.9,46.0
1108,2.2,0.0,1008.6,46.0
1109,1.9,0.0,1009.3,47.0
1110,1.7,0.0,1009.6,45.0
1111,1.7,0.0,1010.2,45.0
1112,3.2,0.0,1010.8,38.0
1113,4.9,0.0,1011.0,37.0
1114,6.3,0.0,1010.9,32.0
1115,7.2,0.0,1010.5,31.0
1116,8.3,0.0,1009.4,33.0
1117,8.1,0.0,1008.5,35.0
1118,9.9,0.0,1007.6,41.0
1119,9.6,0.0,1007.0,40.0
1120,9.1,0.0,1007.1,38.0
1121,8.3,0.0,1007.3,38.0
1122,7.7,0.0,1007.6,37.0
1123,7.8,0.0,1007.9,40.0
1124,6.3,0.0,1008.2,45.0
1125,6.4,0.0,1008.5,43.0
1126,5.7,0.0,1008.4,44.0
1127,5.7,0.0,1008.5,46.0
1128,4.8,0.0,1008.6,51.0
1129,3.4,0.0,1008.6,60.0
1130,2.9,0.0,1008.8,65.0
1131,2.9,0.0,1008.8,69.0
1132,2.1,0.0,1008.9,71.0
1133,1.6,0.0,1009.2,80.0
1134,1.8,0.0,1009.3,63.0
1135,2.2,0.0,1009.7,67.0
1136,5.8,0.0,1009.6,54.0
1137,7.8,0.0,1009.7,37.0
1138,9.2,0.0,1009.2,28.0
1139,11.5,0.0,1008.8,22.0
1140,12.9,0.0,1008.1,22.0
1141,11.7,0.0,1007.9,21.0
1142,10.6,0.0,1009.5,29.0
1143,9.7,0.0,1010.7,29.0
1144,8.8,0.0,1011.9,32.0
1145,7.9,0.0,1013.2,31.0
1146,7.1,0.0,1014.8,29.0
1147,6.5,0.0,1016.3,31.0
1148,6.0,0.0,1017.4,29.0
1149,5.1,0.0,1018.3,34.0
1150,4.6,0.0,1018.7,38.0
1151,3.8,0.0,1018.7,44.0
1152,3.6,0.0,1019.3,45.0
1153,3.4,0.0,1020.2,47.0
1154,2.1,0.0,1021.1,51.0
1155,2.3,0.0,1021.2,50.0
1156,2.8,0.0,1021.4,48.0
1157,2.8,0.0,1021.5,48.0
1158,1.9,0.0,1022.4,50.0
1159,2.5,0.0,1023.1,50.0
1160,4.3,0.0,1023.6,42.0
1161,5.5,0.0,1024.2,43.0
1162,6.2,0.0,1024.1,40.0
1163,6.7,0.0,1023.4,39.0
1164,7.4,0.0,1022.7,42.0
1165,9.7,0.0,1021.7,44.0
1166,9.6,0.0,1021.1,46.0
1167,9.9,0.0,1020.9,46.0
1168,9.5,0.0,1020.9,54.0
1169,9.3,0.0,1020.7,59.0
1170,9.0,0.0,1021.1,56.0
1171,8.5,0.0,1021.5,60.0
1172,8.7,0.0,1021.7,62.0
1173,8.3,0.0,1021.7,65.0
1174,7.1,0.0,1021.8,76.0
1175,6.0,0.0,1021.7,80.0
1176,5.1,0.0,1021.6,81.0
1177,3.5,0.0,1021.2,86.0
1178,3.8,0.0,1021.7,85.0
1179,2.9,0.0,1020.9,80.0
1180,3.2,0.0,1021.1,77.0
1181,3.7,0.0,1021.3,63.0
1182,3.1,0.0,1021.6,66.0
1183,3.4,0.0,1021.5,71.0
1184,7.4,0.0,1021.4,54.0
1185,9.5,0.0,1021.1,45.0
1186,10.9,0.0,1021.4,44.0
1187,14.2,0.0,1021.4,44.0
1188,15.8,0.0,1019.9,35.0
1189,15.2,0.0,1019.9,38.0
1190,15.5,0.0,1019.9,34.0
1191,15.9,0.0,1019.9,31.0
1192,15.3,0.0,1020.4,32.0
1193,14.2,0.0,1021.9,39.0
1194,12.4,0.0,1022.9,44.0
1195,12.5,0.0,1023.8,41.0
1196,11.9,0.0,1023.6,48.0
1197,10.5,0.0,1024.2,60.0
1198,9.7,0.0,1024.4,61.0
1199,8.8,0.0,1024.5,68.0
1200,9.1,0.0,1025.0,60.0
1201,8.9,0.0,1025.1,49.0
1202,9.0,0.0,1024.8,60.0
1203,8.1,0.0,1025.2,65.0
1204,8.5,0.0,1024.8,65.0
1205,7.8,0.0,1023.8,66.0
1206,7.4,0.0,1024.3,64.0
1207,6.7,0.0,1024.5,59.0
1208,9.0,0.0,1023.9,54.0
1209,9.4,0.0,1023.2,48.0
1210,9.9,0.0,1022.4,51.0
1211,9.6,0.0,1021.2,62.0
1212,7.9,0.5,1020.6,90.0
1213,8.5,0.0,1019.0,81.0
1214,7.7,1.0,1017.2,90.0
1215,7.4,1.5,1015.5,94.0
1216,7.4,3.5,1014.1,95.0
1217,7.6,4.5,1012.2,96.0
1218,7.5,2.5,1009.8,96.0
1219,7.1,5.5,1009.0,97.0
1220,7.2,4.5,1006.6,97.0
1221,7.3,4.0,1005.5,97.0
1222,7.2,5.0,1004.9,97.0
1223,7.0,7.0,1003.9,97.0
1224,7.0,1.0,1001.6,97.0
1225,7.2,0.0,1001.8,96.0
1226,7.4,0.0,1001.8,97.0
1227,7.3,0.0,1000.9,98.0
1228,7.3,0.0,1001.8,98.0
1229,7.4,0.0,1002.9,98.0
1230,7.5,0.0,1004.2,98.0
1231,7.7,0.0,1005.6,98.0
1232,10.4,0.0,1006.5,73.0
1233,11.3,0.0,1007.7,58.0
1234,11.5,0.0,1008.8,50.0
1235,11.5,0.0,1009.7,55.0
1236,13.6,0.0,1009.7,40.0
1237,13.7,0.0,1009.9,36.0
1238,15.1,0.0,1010.1,32.0
1239,13.2,0.0,1011.6,29.0
1240,12.3,0.0,1013.0,32.0
1241,10.3,0.0,1014.2,31.0
1242,9.4,0.0,1016.0,31.0
1243,8.5,0.0,1017.6,32.0
1244,7.9,0.0,1018.6,35.0
1245,7.6,0.0,1019.9,37.0
1246,7.5,0.0,1020.8,36.0
1247,6.9,0.0,1020.9,36.0
1248,6.3,0.0,1021.2,38.0
1249,6.0,0.0,1021.7,39.0
1250,5.6,0.0,1022.1,39.0
1251,5.8,0.0,1022.3,38.0
1252,5.5,0.0,1023.1,40.0
1253,5.6,0.0,1024.7,41.0
1254,5.7,0.0,1025.8,42.0
1255,5.7,0.0,1027.2,44.0
1256,5.9,0.0,1028.3,43.0
1257,6.6,0.0,1028.2,45.0
1258,7.3,0.0,1028.2,39.0
1259,8.1,0.0,1027.7,39.0
1260,8.2,0.0,1026.6,39.0
1261,9.3,0.0,1025.7,50.0
1262,8.7,0.0,1025.2,51.0
1263,9.0,0.0,1025.6,54.0
1264,8.7,0.0,1025.3,56.0
1265,8.1,0.0,1025.7,57.0
1266,7.3,0.0,1026.6,69.0
1267,6.3,0.0,1026.6,80.0
1268,6.0,0.0,1027.0,80.0
1269,5.2,1.0,1026.6,89.0
1270,5.1,0.5,1026.0,92.0
1271,5.3,0.0,1025.2,88.0
1272,5.3,0.0,1024.8,88.0
1273,5.2,0.0,1024.2,87.0
1274,5.3,0.0,1023.8,90.0
1275,5.0,0.0,1023.2,91.0
1276,5.1,0.0,1022.4,91.0
1277,5.0,0.0,1022.1,91.0
1278,5.2,0.0,1022.2,89.0
1279,5.4,0.0,1022.0,91.0
1280,5.5,0.0,1021.9,87.0
1281,6.0,0.0,1021.4,84.0
1282,6.3,0.0,1020.5,84.0
1283,6.9,0.0,1019.3,78.0
1284,7.3,0.0,1018.2,76.0
1285,7.9,0.0,1017.3,73.0
1286,9.2,0.0,1016.2,71.0
1287,9.4,0.0,1016.2,66.0
1288,9.5,0.0,1015.0,64.0
1289,9.0,0.0,1015.3,69.0
1290,7.4,0.0,1015.7,76.0
1291,6.3,0.0,1015.3,83.0
1292,8.1,0.0,1015.4,73.0
1293,7.6,0.0,1015.8,81.0
1294,7.0,0.0,1014.9,81.0
1295,5.5,0.0,1014.7,90.0
1296,5.3,0.0,1014.7,90.0
1297,5.4,0.0,1015.1,88.0
1298,5.4,0.0,1015.2,86.0
1299,6.9,0.0,1014.8,55.0
1300,6.7,0.0,1015.8,53.0
1301,6.0,0.0,1016.6,47.0
1302,6.0,0.0,1017.4,34.0
1303,5.9,0.0,1018.6,36.0
1304,6.1,0.0,1019.0,35.0
1305,6.0,0.0,1019.2,37.0
1306,6.3,0.0,1019.4,37.0
1307,6.5,0.0,1019.2,32.0
1308,6.6,0.0,1018.8,33.0
1309,7.1,0.0,1018.5,31.0
1310,7.6,0.0,1018.3,29.0
1311,7.5,0.0,1018.5,32.0
1312,6.8,0.0,1018.7,39.0
1313,6.2,0.0,1019.8,44.0
1314,6.1,0.0,1020.1,41.0
1315,6.2,0.0,1020.9,44.0
1316,4.8,0.0,1021.2,60.0
1317,3.9,0.0,1021.8,68.0
1318,3.7,0.0,1022.0,69.0
1319,2.9,0.0,1021.9,76.0
1320,2.6,0.5,1022.1,88.0
1321,2.3,0.0,1022.3,86.0
1322,1.7,0.0,1022.5,88.0
1323,0.7,0.5,1022.8,93.0
1324,0.8,0.0,1023.1,90.0
1325,0.5,0.0,1023.1,88.0
1326,0.7,0.0,1023.7,92.0
1327,1.2,0.0,1024.2,84.0
1328,1.4,0.0,1024.7,78.0
1329,2.5,0.0,1025.0,70.0
1330,4.0,0.0,1024.8,61.0
1331,4.2,0.0,1023.9,48.0
1332,5.5,0.0,1023.4,46.0
1333,7.3,0.0,1022.7,33.0
1334,7.2,0.0,1022.2,35.0
1335,7.1,0.0,1022.1,31.0
1336,6.8,0.0,1022.2,34.0
1337,5.3,0.0,1022.5,47.0
1338,4.6,0.0,1022.6,48.0
1339,5.4,0.0,1022.7,42.0
1340,5.9,0.0,1022.7,41.0
1341,5.0,0.0,1022.6,48.0
1342,4.4,0.0,1023.1,56.0
1343,3.7,0.0,1022.9,60.0
1344,3.9,0.0,1022.4,58.0
1345,3.9,0.0,1022.5,62.0
1346,2.7,0.0,1021.9,66.0
1347,1.9,0.0,1021.9,67.0
1348,1.5,0.0,1021.8,72.0
1349,1.3,0.0,1022.4,68.0
1350,0.6,0.0,1022.2,60.0
1351,2.4,0.0,1022.6,47.0
1352,4.4,0.0,1023.0,46.0
1353,6.2,0.0,1022.9,38.0
1354,7.4,0.0,1022.2,30.0
1355,8.7,0.0,1021.3,26.0
1356,9.1,0.0,1020.3,24.0
1357,10.2,0.0,1019.0,24.0
1358,10.3,0.0,1018.9,27.0
1359,9.3,0.0,1018.9,31.0
1360,9.4,0.0,1018.9,35.0
1361,8.7,0.0,1019.3,37.0
1362,6.8,0.0,1019.9,46.0
1363,6.0,0.0,1020.4,51.0
1364,5.8,0.0,1020.8,54.0
1365,5.8,0.0,1021.5,56.0
1366,5.9,0.0,1022.0,55.0
1367,4.9,0.0,1022.2,60.0
1368,4.9,0.0,1022.3,55.0
1369,4.4,0.0,1023.0,52.0
1370,3.8,0.0,1022.9,58.0
1371,3.6,0.0,1022.8,50.0
1372,3.4,0.0,1022.9,50.0
1373,3.1,0.0,1023.3,51.0
1374,3.2,0.0,1023.9,48.0
1375,3.8,0.0,1024.3,41.0
1376,5.6,0.0,1024.9,36.0
1377,7.3,0.0,1024.3,32.0
1378,8.8,0.0,1023.9,27.0
1379,10.1,0.0,1022.9,26.0
1380,10.8,0.0,1022.1,25.0
1381,12.0,0.0,1021.3,28.0
1382,11.8,0.0,1020.5,38.0
1383,11.4,0.0,1019.9,35.0
1384,10.6,0.0,1019.7,44.0
1385,9.8,0.0,1019.4,52.0
1386,9.6,0.0,1019.3,53.0
1387,9.5,0.0,1019.2,47.0
1388,9.6,0.0,1019.2,47.0
1389,9.7,0.0,1018.9,47.0
1390,9.5,0.0,1019.2,50.0
1391,8.5,0.0,1019.0,55.0
1392,7.5,0.0,1019.2,56.0
1393,6.5,0.0,1019.7,59.0
1394,5.0,0.0,1019.8,71.0
1395,4.6,0.0,1020.0,73.0
1396,5.3,0.0,1020.2,67.0
1397,4.6,0.0,1021.1,70.0
1398,3.9,0.0,1021.6,71.0
1399,5.1,0.0,1022.3,68.0
1400,7.7,0.0,1023.0,53.0
1401,9.8,0.0,1023.3,45.0
1402,11.6,0.0,1023.2,37.0
1403,12.0,0.0,1023.2,31.0
1404,13.8,0.0,1022.8,32.0
1405,13.9,0.0,1022.2,31.0
1406,12.8,0.0,1022.2,46.0
1407,12.6,0.0,1022.3,49.0
1408,11.8,0.0,1022.6,54.0
1409,10.6,0.0,1022.6,57.0
1410,10.1,0.0,1022.9,59.0
1411,9.6,0.0,1022.7,61.0
1412,8.4,0.0,1022.6,65.0
1413,7.8,0.0,1022.5,68.0
1414,7.5,0.0,1022.0,73.0
1415,7.3,0.0,1020.9,73.0
1416,6.3,0.5,1020.5,84.0
1417,6.0,0.0,1019.2,85.0
1418,5.6,0.0,1017.9,83.0
1419,5.3,0.0,1016.5,85.0
1420,5.1,0.0,1015.5,83.0
1421,5.3,0.0,1014.8,82.0
1422,5.4,0.0,1014.1,85.0
1423,5.0,0.0,1012.7,94.0
1424,6.0,0.0,1011.1,87.0
1425,6.8,0.0,1010.0,79.0
1426,8.9,0.0,1008.2,67.0
1427,10.4,0.0,1006.2,67.0
1428,11.3,0.0,1004.2,69.0
1429,14.5,0.0,1002.0,69.0
1430,14.5,0.0,1001.2,65.0
1431,12.7,0.5,1001.3,78.0
1432,12.3,0.0,998.3,79.0
1433,12.4,0.0,997.9,78.0
1434,9.3,0.0,999.6,58.0
1435,7.4,0.0,1000.3,70.0
1436,7.6,0.0,1000.3,62.0
1437,7.3,0.0,1000.6,55.0
1438,7.1,0.0,1001.3,49.0
1439,6.8,0.0,1002.0,49.0
1440,6.0,0.0,1003.2,48.0
1441,5.1,0.0,1004.6,39.0
1442,4.1,0.0,1006.3,44.0
1443,3.5,0.0,1007.5,41.0
1444,3.3,0.0,1008.7,37.0
1445,2.9,0.0,1010.4,35.0
1446,2.5,0.0,1011.5,38.0
1447,2.6,0.0,1012.5,40.0
1448,4.1,0.0,1013.3,35.0
1449,5.4,0.0,1013.5,29.0
1450,6.9,0.0,1014.0,23.0
1451,7.6,0.0,1014.0,20.0
1452,8.5,0.0,1013.6,20.0
1453,8.1,0.0,1013.1,17.0
1454,8.4,0.0,1012.8,21.0
1455,8.1,0.0,1012.7,23.0
1456,7.5,0.0,1013.0,24.0
1457,6.3,0.0,1013.7,26.0
1458,5.6,0.0,1014.7,26.0
1459,4.6,0.0,1015.4,29.0
1460,4.3,0.0,1015.9,29.0
1461,4.2,0.0,1016.4,30.0
1462,3.8,0.0,1016.9,32.0
1463,3.4,0.0,1016.9,33.0
1464,3.0,0.0,1017.1,33.0
1465,2.9,0.0,1017.1,34.0
1466,2.7,0.0,1017.3,34.0
1467,2.5,0.0,1017.2,35.0
1468,2.4,0.0,1017.3,35.0
1469,1.9,0.0,1017.9,38.0
1470,1.4,0.0,1018.2,38.0
1471,2.3,0.0,1018.4,37.0
1472,4.4,0.0,1018.8,31.0
1473,6.4,0.0,1019.2,30.0
1474,8.9,0.0,1018.6,27.0
1475,10.1,0.0,1018.2,29.0
1476,10.3,0.0,1017.6,28.0
1477,10.6,0.0,1016.8,30.0
1478,10.9,0.0,1016.6,36.0
1479,10.5,0.0,1016.6,32.0
1480,9.7,0.0,1016.9,30.0
1481,8.9,0.0,1017.4,38.0
1482,8.0,0.0,1017.9,41.0
1483,6.3,0.0,1018.6,53.0
1484,6.2,0.0,1019.1,54.0
1485,6.4,0.0,1019.4,57.0
1486,6.5,0.0,1019.8,53.0
1487,5.2,0.0,1019.8,45.0
1488,5.7,0.0,1019.7,44.0
1489,3.9,0.0,1019.7,50.0
1490,4.0,0.0,1019.3,49.0
1491,3.7,0.0,1019.1,52.0
1492,2.9,0.0,1018.9,55.0
1493,2.8,0.0,1019.1,56.0
1494,2.9,0.0,1018.9,57.0
1495,3.6,0.0,1019.1,55.0
1496,6.0,0.0,1019.2,45.0
1497,7.7,0.0,1019.1,41.0
1498,10.3,0.0,1018.5,39.0
1499,12.0,0.0,1018.1,36.0
1500,14.1,0.0,1017.3,36.0
1501,15.2,0.0,1016.6,37.0
1502,16.1,0.0,1016.1,38.0
1503,15.5,0.0,1016.3,35.0
1504,15.3,0.0,1016.8,37.0
1505,13.4,0.0,1017.3,42.0
1506,10.5,0.0,1018.2,52.0
1507,10.6,0.0,1019.2,52.0
1508,11.3,0.0,1020.1,39.0
1509,10.9,0.0,1020.9,37.0
1510,10.5,0.0,1021.8,40.0
1511,9.3,0.0,1022.5,55.0
1512,7.3,0.0,1022.9,67.0
1513,8.7,0.0,1023.1,54.0
1514,8.1,0.0,1023.6,50.0
1515,6.8,0.0,1024.0,58.0
1516,5.9,0.0,1024.4,64.0
1517,6.0,0.0,1024.8,73.0
1518,7.5,0.0,1025.3,65.0
1519,8.1,0.0,1026.3,64.0
1520,9.4,0.0,1027.1,61.0
1521,10.1,0.0,1027.5,55.0
1522,11.5,0.0,1027.6,51.0
1523,13.0,0.0,1027.5,48.0
1524,15.2,0.0,1026.8,42.0
1525,14.6,0.0,1026.3,38.0
1526,14.5,0.0,1025.9,43.0
1527,14.6,0.0,1025.9,45.0
1528,13.7,0.0,1026.4,51.0
1529,12.5,0.0,1027.3,56.0
1530,11.4,0.0,1027.8,61.0
1531,10.6,0.0,1028.5,64.0
1532,10.4,0.0,1029.1,64.0
1533,9.5,0.0,1029.5,66.0
1534,9.1,0.0,1029.7,64.0
1535,9.4,0.0,1029.7,66.0
1536,9.6,0.0,1029.8,65.0
1537,9.0,0.0,1029.7,65.0
1538,8.3,0.0,1029.2,67.0
1539,8.1,0.0,1029.1,66.0
1540,8.2,0.0,1029.2,66.0
1541,8.1,0.0,1029.4,65.0
1542,8.0,0.0,1029.6,67.0
1543,8.3,0.0,1030.2,65.0
1544,9.2,0.0,1030.7,64.0
1545,9.7,0.0,1030.6,58.0
