,気温(℃),降水量(mm),現地気圧(hPa),相対湿度(％)
735,12.6,0.0,1011.1,26.0
736,12.2,0.0,1012.4,24.0
737,11.2,0.0,1013.2,24.0
738,10.1,0.0,1014.7,26.0
739,8.8,0.0,1015.3,26.0
740,8.1,0.0,1016.8,27.0
741,7.5,0.0,1017.8,29.0
742,7.0,0.0,1018.2,33.0
743,6.8,0.0,1018.7,36.0
744,6.6,0.0,1018.8,37.0
745,6.4,0.0,1018.7,38.0
746,6.0,0.0,1019.1,39.0
747,5.1,0.0,1018.4,46.0
748,4.5,0.0,1018.6,51.0
749,4.5,0.0,1018.5,47.0
750,4.6,0.0,1018.8,53.0
751,4.3,0.0,1019.0,56.0
752,7.0,0.0,1019.3,36.0
753,6.9,0.0,1019.5,43.0
754,6.9,0.0,1019.0,37.0
755,8.0,0.0,1017.8,36.0
756,9.6,0.0,1016.4,34.0
757,10.7,0.0,1015.4,34.0
758,12.2,0.0,1014.7,36.0
759,11.4,0.0,1014.7,40.0
760,11.3,0.0,1014.5,39.0
761,10.4,0.0,1015.0,55.0
762,9.3,0.0,1015.3,71.0
763,8.8,0.0,1015.4,75.0
764,8.4,0.0,1015.5,76.0
765,8.5,0.0,1015.8,75.0
766,8.4,0.0,1015.4,75.0
767,8.4,0.0,1014.8,76.0
768,8.1,0.0,1014.1,77.0
769,7.5,0.0,1013.3,79.0
770,7.1,0.0,1013.6,82.0
771,6.9,0.0,1012.5,80.0
772,6.7,0.0,1011.9,77.0
773,6.3,0.0,1011.6,66.0
774,6.3,0.0,1011.1,61.0
775,6.3,0.0,1010.2,56.0
776,6.3,0.0,1009.8,56.0
777,7.0,0.0,1009.4,53.0
778,7.8,0.0,1008.5,51.0
779,8.2,0.0,1007.2,50.0
780,9.1,0.0,1005.4,54.0
781,11.3,0.0,1003.5,48.0
782,12.1,0.0,1002.6,60.0
783,12.7,0.0,1002.0,63.0
784,13.0,0.0,1002.0,67.0
785,12.4,0.0,1001.8,69.0
786,13.0,0.0,1001.9,71.0
787,11.8,0.0,1002.4,80.0
788,11.7,0.0,1002.8,65.0
789,9.4,0.0,1002.3,73.0
790,8.7,0.0,1002.6,79.0
791,11.0,0.0,1003.0,70.0
792,10.5,0.0,1002.6,81.0
793,8.8,0.0,1002.6,89.0
794,9.2,0.0,1002.5,70.0
795,8.4,0.0,1001.8,71.0
796,8.6,0.0,1001.8,72.0
797,9.4,0.0,1001.7,66.0
798,9.2,0.0,1001.9,70.0
799,9.6,0.0,1002.3,73.0
800,9.1,0.0,1002.4,70.0
801,9.6,0.0,1002.7,71.0
802,9.6,0.0,1002.2,76.0
803,12.4,0.0,1001.2,66.0
804,15.9,0.0,999.5,58.0
805,17.0,0.0,998.3,53.0
806,17.0,0.0,997.5,57.0
807,16.7,0.0,997.6,62.0
808,16.4,0.0,996.8,68.0
809,16.5,0.0,996.6,75.0
810,16.0,0.0,995.7,77.0
811,15.8,0.0,996.3,77.0
812,15.7,0.0,995.5,78.0
813,15.9,0.0,995.2,77.0
814,16.1,0.0,994.7,78.0
815,12.8,0.0,995.6,67.0
816,11.5,0.0,996.3,69.0
817,11.4,0.0,996.6,67.0
818,11.7,0.0,996.8,73.0
819,10.5,0.0,997.8,78.0
820,9.7,0.0,998.8,77.0
821,8.9,0.0,999.8,80.0
822,7.7,0.0,999.5,81.0
823,7.6,0.0,1000.0,75.0
824,7.3,0.0,1000.9,74.0
825,6.8,0.0,1001.5,68.0
826,6.3,0.0,1001.1,71.0
827,4.8,0.0,1001.0,79.0
828,3.8,0.0,1000.5,84.0
829,3.0,1.5,1000.2,87.0
830,2.3,0.5,1000.3,88.0
831,2.2,1.0,1001.1,88.0
832,1.7,0.5,1002.2,89.0
833,1.5,0.5,1003.2,90.0
834,1.7,1.0,1003.9,89.0
835,1.8,0.0,1005.1,85.0
836,2.2,0.0,1005.8,81.0
837,2.2,0.0,1006.6,58.0
838,1.8,0.0,1007.0,47.0
839,1.3,0.0,1007.4,44.0
840,1.2,0.0,1008.0,46.0
841,0.8,0.0,1008.2,45.0
842,0.4,0.0,1008.5,47.0
843,0.3,0.0,1009.0,44.0
844,0.0,0.0,1009.7,47.0
845,-0.1,0.0,1010.1,47.0
846,-0.4,0.0,1011.0,49.0
847,0.1,0.0,1012.2,41.0
848,0.5,0.0,1012.9,37.0
849,0.9,0.0,1013.4,38.0
850,1.5,0.0,1013.5,30.0
851,2.4,0.0,1013.3,26.0
852,3.0,0.0,1012.6,28.0
853,4.1,0.0,1012.2,27.0
854,4.0,0.0,1012.4,25.0
855,3.8,0.0,1013.2,28.0
856,3.6,0.0,1013.6,29.0
857,3.3,0.0,1014.3,29.0
858,2.6,0.0,1015.7,31.0
859,2.2,0.0,1016.2,31.0
860,1.6,0.0,1016.9,31.0
861,1.0,0.0,1016.9,32.0
862,0.8,0.0,1017.0,33.0
863,0.4,0.0,1017.2,33.0
864,0.4,0.0,1017.4,34.0
865,0.2,0.0,1017.8,34.0
866,0.0,0.0,1017.8,35.0
867,-0.1,0.0,1017.8,35.0
868,-0.2,0.0,1018.3,35.0
869,-0.1,0.0,1018.4,37.0
870,0.1,0.0,1018.6,35.0
871,0.4,0.0,1019.0,35.0
872,1.0,0.0,1019.3,34.0
873,1.4,0.0,1019.5,33.0
874,2.4,0.0,1019.1,32.0
875,3.2,0.0,1018.2,30.0
876,4.2,0.0,1017.1,30.0
877,4.8,0.0,1015.9,28.0
878,5.8,0.0,1015.8,27.0
879,5.6,0.0,1016.3,30.0
880,5.5,0.0,1016.8,31.0
881,5.1,0.0,1016.3,30.0
882,4.9,0.0,1017.5,33.0
883,4.3,0.0,1017.7,31.0
884,3.9,0.0,1017.8,32.0
885,3.5,0.0,1017.7,31.0
886,2.9,0.0,1017.9,33.0
887,2.6,0.0,1017.9,35.0
888,2.5,0.0,1017.5,38.0
889,1.9,0.0,1017.3,41.0
890,1.8,0.0,1017.3,42.0
891,1.9,0.0,1017.2,42.0
892,1.5,0.0,1017.3,44.0
893,1.5,0.0,1017.3,45.0
894,1.2,0.0,1017.3,46.0
895,1.7,0.0,1017.6,45.0
896,1.7,0.0,1017.8,45.0
897,2.7,0.0,1018.3,40.0
898,3.5,0.0,1018.3,37.0
899,4.4,0.0,1017.5,33.0
900,5.5,0.0,1016.3,33.0
901,5.9,0.0,1015.4,32.0
902,7.1,0.0,1014.8,28.0
903,6.4,0.0,1014.6,27.0
904,6.1,0.0,1014.9,27.0
905,5.9,0.0,1014.9,27.0
906,5.7,0.0,1015.5,32.0
907,5.4,0.0,1016.0,34.0
908,5.1,0.0,1016.0,31.0
909,4.6,0.0,1016.2,36.0
910,4.7,0.0,1015.9,40.0
911,4.6,0.0,1015.8,44.0
912,4.0,0.0,1015.3,47.0
913,3.5,0.0,1015.6,48.0
914,3.2,0.0,1015.8,50.0
915,1.2,0.0,1015.1,74.0
916,0.4,0.0,1014.8,82.0
917,-0.1,0.5,1014.7,86.0
918,-0.4,1.0,1014.9,88.0
919,-0.5,0.0,1014.5,87.0
920,-0.7,1.0,1014.6,88.0
921,-0.7,0.5,1013.9,88.0
922,-0.5,1.5,1012.8,89.0
923,-0.3,0.5,1011.6,89.0
924,-0.4,2.0,1009.8,91.0
925,-0.3,1.0,1008.3,91.0
926,-0.4,1.5,1007.4,90.0
927,-0.5,2.0,1006.2,91.0
928,-0.3,2.0,1005.5,92.0
929,-0.2,2.0,1003.8,92.0
930,-0.2,2.0,1003.4,92.0
931,0.0,3.5,1001.4,93.0
932,0.2,3.0,1000.1,93.0
933,1.0,2.5,999.8,92.0
934,0.8,1.5,999.4,92.0
935,1.0,1.0,999.2,92.0
936,1.2,0.5,999.1,91.0
937,1.3,1.0,999.6,91.0
938,1.8,0.5,1000.2,87.0
939,2.3,0.0,1000.3,78.0
940,2.3,0.0,1000.2,75.0
941,2.5,0.0,1000.5,73.0
942,2.9,0.0,1001.2,70.0
943,3.0,0.0,1001.1,70.0
944,3.8,0.0,1002.1,62.0
945,4.8,0.0,1002.7,57.0
946,5.7,0.0,1002.9,57.0
947,7.4,0.0,1002.8,51.0
948,8.2,0.0,1002.4,49.0
949,9.1,0.0,1001.5,47.0
950,8.7,0.0,1001.9,46.0
951,8.4,0.0,1002.7,43.0
952,8.1,0.0,1003.3,48.0
953,8.2,0.0,1004.2,42.0
954,7.3,0.0,1005.2,44.0
955,6.2,0.0,1006.4,50.0
956,6.1,0.0,1007.3,49.0
957,5.6,0.0,1008.2,51.0
958,5.5,0.0,1008.3,51.0
959,5.1,0.0,1008.3,49.0
960,4.7,0.0,1008.5,49.0
961,4.6,0.0,1008.4,48.0
962,4.3,0.0,1009.3,48.0
963,4.0,0.0,1010.2,48.0
964,4.0,0.0,1010.4,45.0
965,3.7,0.0,1010.8,44.0
966,3.9,0.0,1011.5,42.0
967,4.1,0.0,1013.0,42.0
968,4.3,0.0,1013.2,41.0
969,4.9,0.0,1013.7,41.0
970,5.8,0.0,1013.6,38.0
971,6.7,0.0,1013.3,34.0
972,7.8,0.0,1012.4,32.0
973,8.0,0.0,1011.9,36.0
974,8.4,0.0,1011.7,30.0
975,8.6,0.0,1011.8,26.0
976,8.6,0.0,1012.0,26.0
977,8.3,0.0,1012.0,28.0
978,7.4,0.0,1012.8,33.0
979,7.3,0.0,1013.1,38.0
980,7.1,0.0,1013.7,39.0
981,6.6,0.0,1014.1,37.0
982,5.5,0.0,1014.1,41.0
983,5.2,0.0,1014.2,41.0
984,4.5,0.0,1014.1,44.0
985,4.4,0.0,1014.2,45.0
986,3.8,0.0,1014.8,47.0
987,3.3,0.0,1014.8,52.0
988,3.0,0.0,1014.9,52.0
989,3.1,0.0,1015.2,46.0
990,2.5,0.0,1015.7,45.0
991,2.4,0.0,1015.9,44.0
992,2.2,0.0,1016.8,44.0
993,2.4,0.0,1016.9,43.0
994,2.6,0.0,1016.8,41.0
995,3.2,0.0,1016.0,39.0
996,3.2,0.0,1015.5,43.0
997,3.5,0.0,1015.0,43.0
998,3.4,0.0,1014.9,55.0
999,3.1,0.0,1015.2,61.0
1000,3.4,0.0,1015.5,66.0
1001,3.3,0.0,1015.7,67.0
1002,3.5,0.0,1016.2,68.0
1003,3.8,0.0,1016.7,65.0
1004,4.1,0.0,1017.0,58.0
1005,4.0,0.0,1017.2,56.0
1006,3.8,0.0,1017.2,51.0
1007,3.5,0.0,1017.1,49.0
1008,3.5,0.0,1016.8,48.0
1009,3.0,0.0,1016.6,48.0
1010,3.0,0.0,1017.0,46.0
1011,2.8,0.0,1016.6,46.0
1012,3.0,0.0,1016.7,46.0
1013,3.0,0.0,1016.5,45.0
1014,2.9,0.0,1016.8,46.0
1015,3.0,0.0,1016.6,48.0
1016,3.4,0.0,1016.9,47.0
1017,4.4,0.0,1017.1,45.0
1018,5.2,0.0,1016.7,46.0
1019,5.7,0.0,1016.0,45.0
1020,6.3,0.0,1015.4,46.0
1021,6.9,0.0,1014.5,46.0
1022,7.3,0.0,1014.4,47.0
1023,7.7,0.0,1014.1,46.0
1024,7.6,0.0,1014.4,49.0
1025,7.0,0.0,1015.0,52.0
1026,6.3,0.0,1015.8,54.0
1027,5.5,0.0,1016.0,55.0
1028,4.8,0.0,1016.4,55.0
1029,4.7,0.0,1016.9,54.0
1030,4.6,0.0,1016.6,53.0
1031,4.2,0.0,1016.3,54.0
1032,3.7,0.0,1016.2,53.0
1033,3.3,0.0,1016.5,53.0
1034,3.1,0.0,1016.9,54.0
1035,3.0,0.0,1016.7,55.0
1036,3.0,0.0,1017.0,54.0
1037,2.9,0.0,1017.0,55.0
1038,2.6,0.0,1017.7,57.0
1039,2.8,0.0,1018.9,59.0
1040,3.5,0.0,1019.9,56.0
1041,3.9,0.0,1020.4,52.0
1042,5.6,0.0,1020.3,47.0
1043,5.7,0.0,1020.3,43.0
1044,6.4,0.0,1019.6,41.0
1045,7.1,0.0,1019.0,37.0
1046,8.2,0.0,1018.5,38.0
1047,7.5,0.0,1018.9,43.0
1048,7.0,0.0,1019.2,43.0
1049,6.7,0.0,1019.7,43.0
1050,6.8,0.0,1020.5,44.0
1051,6.8,0.0,1021.0,43.0
1052,6.7,0.0,1021.5,44.0
1053,6.9,0.0,1021.7,46.0
1054,5.9,0.0,1022.3,35.0
1055,5.5,0.0,1022.4,39.0
1056,5.2,0.0,1022.3,40.0
1057,4.9,0.0,1022.6,40.0
1058,4.6,0.0,1022.9,40.0
1059,3.9,0.0,1023.0,48.0
1060,3.9,0.0,1023.0,50.0
1061,2.0,0.0,1023.3,76.0
1062,1.2,0.0,1023.8,87.0
1063,0.9,1.0,1025.0,91.0
1064,0.7,1.0,1024.9,91.0
1065,0.9,1.0,1025.3,91.0
1066,0.9,1.0,1024.9,90.0
1067,1.1,0.5,1024.4,90.0
1068,1.2,0.5,1023.7,89.0
1069,1.0,1.0,1023.0,91.0
1070,0.9,0.5,1022.1,91.0
1071,0.8,1.0,1021.9,91.0
1072,0.7,1.0,1021.5,91.0
1073,0.7,1.5,1021.2,92.0
1074,0.7,2.0,1020.8,93.0
1075,0.6,2.5,1020.9,93.0
1076,0.5,2.5,1019.9,94.0
1077,0.5,2.0,1018.8,93.0
1078,0.3,2.5,1017.2,94.0
1079,0.1,2.5,1015.6,94.0
1080,-0.1,4.5,1014.0,94.0
1081,0.0,6.5,1012.5,95.0
1082,0.3,7.0,1010.7,94.0
1083,0.7,6.5,1008.7,92.0
1084,0.8,6.5,1006.8,92.0
1085,1.1,5.0,1003.6,92.0
1086,1.3,5.5,1001.2,92.0
1087,1.6,6.5,998.2,93.0
1088,2.3,8.5,996.9,93.0
1089,2.3,6.5,995.9,93.0
1090,3.2,8.5,995.4,91.0
1091,3.7,0.5,996.1,87.0
1092,4.8,0.0,996.0,81.0
1093,5.5,0.0,995.6,79.0
1094,6.2,0.0,995.2,78.0
1095,6.4,0.0,995.8,76.0
1096,6.3,0.0,996.1,71.0
1097,6.1,0.0,996.8,65.0
1098,5.7,0.0,998.0,67.0
1099,4.9,0.0,998.2,72.0
1100,5.9,0.0,997.8,62.0
1101,6.9,0.0,998.1,53.0
1102,6.5,0.0,998.1,53.0
1103,6.0,0.0,998.4,55.0
1104,5.2,0.0,999.0,59.0
1105,5.2,0.0,999.5,59.0
1106,4.8,0.0,999.7,61.0
1107,5.8,0.0,1000.3,54.0
1108,6.0,0.0,1001.3,53.0
1109,5.8,0.0,1002.4,54.0
1110,6.0,0.0,1003.7,53.0
1111,6.5,0.0,1004.7,51.0
1112,6.8,0.0,1005.9,49.0
1113,7.8,0.0,1007.1,46.0
1114,8.2,0.0,1007.6,44.0
1115,9.4,0.0,1008.1,40.0
1116,9.7,0.0,1009.0,38.0
1117,9.3,0.0,1009.7,36.0
1118,9.2,0.0,1010.4,33.0
1119,8.7,0.0,1012.7,31.0
1120,8.1,0.0,1013.7,33.0
1121,7.3,0.0,1014.8,37.0
1122,6.4,0.0,1015.9,40.0
1123,6.1,0.0,1016.5,39.0
1124,5.8,0.0,1016.5,38.0
1125,5.6,0.0,1016.7,37.0
1126,5.8,0.0,1017.2,35.0
1127,6.2,0.0,1017.2,32.0
1128,6.1,0.0,1017.5,32.0
1129,5.5,0.0,1017.4,36.0
1130,6.2,0.0,1017.4,34.0
1131,5.7,0.0,1016.6,35.0
1132,5.0,0.0,1016.5,39.0
1133,5.7,0.0,1016.9,35.0
1134,5.4,0.0,1016.9,36.0
1135,5.8,0.0,1016.8,37.0
1136,5.3,0.0,1017.1,39.0
1137,6.6,0.0,1016.6,33.0
1138,8.4,0.0,1016.1,26.0
1139,10.4,0.0,1015.2,26.0
1140,11.6,0.0,1014.2,38.0
1141,11.8,0.0,1013.2,36.0
1142,12.4,0.0,1012.8,36.0
1143,11.7,0.0,1012.5,30.0
1144,10.7,0.0,1012.8,33.0
1145,9.1,0.0,1013.7,36.0
1146,7.8,0.0,1014.5,37.0
1147,6.5,0.0,1015.1,38.0
1148,5.6,0.0,1014.8,37.0
1149,5.2,0.0,1014.7,39.0
1150,4.6,0.0,1014.6,40.0
1151,4.4,0.0,1014.2,40.0
1152,4.1,0.0,1013.9,42.0
1153,3.7,0.0,1013.5,41.0
1154,3.5,0.0,1013.9,41.0
1155,3.2,0.0,1013.5,41.0
1156,3.4,0.0,1013.6,39.0
1157,3.3,0.0,1013.6,38.0
1158,3.3,0.0,1013.7,38.0
1159,3.1,0.0,1013.7,38.0
1160,3.6,0.0,1014.2,37.0
1161,4.5,0.0,1014.0,35.0
1162,4.8,0.0,1014.0,32.0
1163,6.7,0.0,1013.5,28.0
1164,6.8,0.0,1012.2,29.0
1165,7.4,0.0,1011.9,29.0
1166,7.7,0.0,1011.6,26.0
1167,7.4,0.0,1011.6,27.0
1168,7.1,0.0,1011.9,28.0
1169,6.5,0.0,1012.4,28.0
1170,5.5,0.0,1012.9,28.0
1171,4.7,0.0,1013.9,31.0
1172,4.2,0.0,1013.8,33.0
1173,3.6,0.0,1014.1,33.0
1174,3.4,0.0,1014.4,35.0
1175,3.1,0.0,1014.1,39.0
1176,3.1,0.0,1014.4,38.0
1177,2.8,0.0,1013.8,40.0
1178,2.7,0.0,1014.2,41.0
1179,2.5,0.0,1013.8,45.0
1180,2.5,0.0,1013.9,44.0
1181,2.1,0.0,1014.3,43.0
1182,1.7,0.0,1014.4,46.0
1183,1.8,0.0,1015.1,47.0
1184,2.6,0.0,1015.3,45.0
1185,3.7,0.0,1015.3,39.0
1186,4.5,0.0,1015.4,34.0
1187,6.3,0.0,1014.5,32.0
1188,7.3,0.0,1013.8,28.0
1189,7.7,0.0,1013.2,25.0
1190,8.5,0.0,1012.9,29.0
1191,8.2,0.0,1013.5,28.0
1192,7.6,0.0,1013.7,30.0
1193,7.2,0.0,1014.7,31.0
1194,6.6,0.0,1015.2,33.0
1195,6.0,0.0,1015.5,34.0
1196,5.2,0.0,1016.0,34.0
1197,4.2,0.0,1016.7,39.0
1198,4.1,0.0,1016.8,39.0
1199,4.1,0.0,1016.5,39.0
1200,3.6,0.0,1016.6,40.0
1201,3.4,0.0,1017.1,40.0
1202,2.8,0.0,1016.7,41.0
1203,2.0,0.0,1016.9,47.0
1204,1.8,0.0,1017.2,51.0
1205,1.5,0.0,1017.7,50.0
1206,1.7,0.0,1018.0,50.0
1207,2.3,0.0,1018.9,46.0
1208,2.6,0.0,1019.2,45.0
1209,3.1,0.0,1019.3,45.0
1210,3.4,0.0,1019.3,41.0
1211,4.1,0.0,1018.6,38.0
1212,5.4,0.0,1017.3,36.0
1213,6.3,0.0,1016.1,34.0
1214,6.3,0.0,1016.0,31.0
1215,6.9,0.0,1015.4,30.0
1216,7.3,0.0,1015.8,31.0
1217,7.4,0.0,1016.0,38.0
1218,7.3,0.0,1016.1,33.0
1219,6.5,0.0,1016.5,54.0
1220,6.1,0.0,1017.2,53.0
1221,6.0,0.0,1017.4,54.0
1222,5.7,0.0,1017.3,57.0
1223,5.4,0.0,1017.3,54.0
1224,5.2,0.0,1017.3,47.0
1225,4.8,0.0,1017.2,43.0
1226,4.2,0.0,1017.1,44.0
1227,3.7,0.0,1016.6,46.0
1228,3.3,0.0,1016.5,48.0
1229,3.0,0.0,1016.8,50.0
1230,3.2,0.0,1017.2,48.0
1231,3.8,0.0,1017.6,44.0
1232,4.3,0.0,1017.9,42.0
1233,5.9,0.0,1017.7,32.0
1234,6.3,0.0,1017.4,33.0
1235,7.9,0.0,1016.8,27.0
1236,8.5,0.0,1016.2,27.0
1237,8.9,0.0,1015.4,25.0
1238,8.8,0.0,1015.3,26.0
1239,8.7,0.0,1015.6,25.0
1240,8.3,0.0,1016.1,23.0
1241,7.5,0.0,1016.7,25.0
1242,6.6,0.0,1017.6,27.0
1243,5.2,0.0,1018.7,28.0
1244,4.5,0.0,1019.2,31.0
1245,4.0,0.0,1020.0,32.0
1246,3.8,0.0,1020.5,34.0
1247,3.1,0.0,1020.4,37.0
1248,2.9,0.0,1020.7,39.0
1249,2.5,0.0,1021.1,42.0
1250,2.2,0.0,1020.7,44.0
1251,2.1,0.0,1020.6,43.0
1252,2.1,0.0,1020.6,43.0
1253,2.0,0.0,1021.3,42.0
1254,2.3,0.0,1021.9,43.0
1255,2.4,0.0,1022.2,41.0
1256,2.8,0.0,1022.7,40.0
1257,3.3,0.0,1022.7,39.0
1258,5.0,0.0,1022.6,34.0
1259,6.0,0.0,1022.3,28.0
1260,7.3,0.0,1021.3,28.0
1261,8.2,0.0,1020.3,25.0
1262,9.1,0.0,1020.1,27.0
1263,8.3,0.0,1020.2,23.0
1264,8.3,0.0,1020.5,28.0
1265,7.9,0.0,1020.9,28.0
1266,7.6,0.0,1021.7,30.0
1267,7.0,0.0,1022.6,31.0
1268,6.2,0.0,1023.1,33.0
1269,5.5,0.0,1023.4,35.0
1270,5.3,0.0,1023.7,35.0
1271,4.5,0.0,1023.8,39.0
1272,4.3,0.0,1023.8,42.0
1273,4.1,0.0,1023.9,45.0
1274,3.9,0.0,1023.8,46.0
1275,3.4,0.0,1023.8,45.0
1276,3.2,0.0,1024.0,47.0
1277,3.3,0.0,1024.4,47.0
1278,3.1,0.0,1024.7,48.0
1279,3.4,0.0,1024.9,47.0
1280,3.6,0.0,1025.3,46.0
1281,4.4,0.0,1025.2,45.0
1282,4.5,0.0,1024.9,43.0
1283,4.7,0.0,1024.4,42.0
1284,5.8,0.0,1023.4,46.0
1285,6.3,0.0,1022.5,47.0
1286,8.0,0.0,1021.9,45.0
1287,7.6,0.0,1021.6,46.0
1288,8.1,0.0,1021.6,47.0
1289,8.2,0.0,1022.0,47.0
1290,7.8,0.0,1022.6,47.0
1291,7.3,0.0,1023.1,52.0
1292,7.1,0.0,1023.5,55.0
1293,6.8,0.0,1023.9,54.0
1294,6.9,0.0,1024.0,53.0
1295,6.3,0.0,1024.0,54.0
1296,5.7,0.0,1024.1,57.0
1297,5.3,0.0,1023.8,57.0
1298,4.8,0.0,1023.8,47.0
1299,4.7,0.0,1023.7,44.0
1300,4.8,0.0,1023.6,46.0
1301,4.4,0.0,1023.8,51.0
1302,4.2,0.0,1024.3,50.0
1303,4.5,0.0,1024.6,46.0
1304,4.9,0.0,1024.4,44.0
1305,5.0,0.0,1024.8,42.0
1306,5.2,0.0,1024.3,41.0
1307,5.8,0.0,1023.8,42.0
1308,6.6,0.0,1022.7,42.0
1309,7.1,0.0,1021.9,42.0
1310,8.0,0.0,1021.3,47.0
1311,8.1,0.0,1021.1,51.0
1312,8.2,0.0,1020.8,54.0
1313,8.3,0.0,1020.8,55.0
1314,8.1,0.0,1020.9,56.0
1315,7.5,0.0,1021.2,59.0
1316,7.2,0.0,1021.3,59.0
1317,7.2,0.0,1021.6,60.0
1318,7.5,0.0,1021.5,60.0
1319,7.0,0.0,1021.4,58.0
1320,7.4,0.0,1021.0,55.0
1321,6.5,0.0,1020.9,60.0
1322,5.9,0.0,1020.6,62.0
1323,5.5,0.0,1020.5,63.0
1324,4.3,0.0,1020.6,64.0
1325,4.1,0.0,1020.7,62.0
1326,3.7,0.0,1021.2,62.0
1327,3.8,0.0,1021.4,62.0
1328,5.1,0.0,1021.4,59.0
1329,5.6,0.0,1021.1,54.0
1330,6.8,0.0,1020.7,51.0
1331,8.6,0.0,1020.0,45.0
1332,10.5,0.0,1019.0,39.0
1333,11.9,0.0,1017.9,34.0
1334,12.1,0.0,1017.1,40.0
1335,12.2,0.0,1017.1,37.0
1336,12.1,0.0,1017.2,40.0
1337,11.9,0.0,1017.9,45.0
1338,10.8,0.0,1018.8,52.0
1339,10.5,0.0,1019.9,33.0
1340,9.7,0.0,1020.5,35.0
1341,9.1,0.0,1021.0,39.0
1342,8.7,0.0,1021.4,41.0
1343,8.5,0.0,1021.7,41.0
1344,8.5,0.0,1021.9,40.0
1345,8.8,0.0,1022.1,39.0
1346,7.7,0.0,1022.3,40.0
1347,7.9,0.0,1022.3,39.0
1348,6.9,0.0,1023.1,44.0
1349,6.0,0.0,1023.8,48.0
1350,6.0,0.0,1024.1,50.0
1351,6.2,0.0,1025.0,50.0
1352,7.4,0.0,1025.7,47.0
1353,9.7,0.0,1026.3,40.0
1354,9.6,0.0,1026.3,37.0
1355,11.4,0.0,1025.8,34.0
1356,11.5,0.0,1025.1,38.0
1357,13.6,0.0,1024.3,39.0
1358,13.5,0.0,1023.8,32.0
1359,13.7,0.0,1023.7,31.0
1360,13.3,0.0,1023.9,39.0
1361,12.5,0.0,1024.3,51.0
1362,11.4,0.0,1024.8,55.0
1363,11.0,0.0,1024.9,57.0
1364,10.8,0.0,1025.1,60.0
1365,10.8,0.0,1024.9,61.0
1366,10.4,0.0,1024.8,62.0
1367,10.1,0.0,1024.6,66.0
1368,9.3,0.0,1024.5,72.0
1369,9.8,0.0,1024.2,71.0
1370,8.9,0.0,1023.6,68.0
1371,7.7,0.0,1023.5,68.0
1372,7.5,0.0,1023.4,67.0
1373,7.7,0.0,1022.8,66.0
1374,8.0,0.0,1022.9,63.0
1375,8.1,0.0,1022.8,65.0
1376,7.7,0.0,1022.6,70.0
1377,7.2,0.0,1022.8,74.0
1378,7.1,0.0,1021.8,76.0
1379,7.5,0.0,1020.8,80.0
1380,8.5,0.0,1019.6,79.0
1381,9.9,0.0,1018.1,75.0
1382,11.1,0.0,1017.0,77.0
1383,11.5,0.0,1016.3,76.0
1384,11.8,0.0,1015.7,78.0
1385,11.9,0.0,1015.5,81.0
1386,12.3,0.0,1015.0,86.0
1387,12.5,0.5,1014.2,90.0
1388,13.3,0.0,1013.6,90.0
1389,13.4,0.5,1013.1,91.0
1390,13.5,1.0,1012.6,91.0
1391,13.4,2.0,1011.9,94.0
1392,10.4,3.5,1011.1,95.0
1393,13.9,2.0,1009.7,94.0
1394,10.1,7.5,1009.0,94.0
1395,8.9,6.0,1009.1,94.0
1396,8.7,2.5,1009.1,93.0
1397,9.3,0.0,1009.1,86.0
1398,10.0,0.0,1009.3,83.0
1399,9.9,0.0,1010.2,88.0
1400,11.6,0.0,1010.8,72.0
1401,12.6,0.0,1011.9,69.0
1402,16.1,0.0,1012.1,54.0
1403,16.7,0.0,1012.2,45.0
1404,17.7,0.0,1012.1,38.0
1405,18.1,0.0,1011.7,39.0
1406,17.9,0.0,1011.7,37.0
1407,17.9,0.0,1012.0,35.0
1408,17.4,0.0,1012.2,34.0
1409,16.8,0.0,1012.7,33.0
1410,16.1,0.0,1013.6,35.0
1411,14.5,0.0,1014.4,65.0
1412,14.1,0.0,1014.6,66.0
1413,13.8,0.0,1015.4,61.0
1414,13.6,0.0,1015.6,60.0
1415,13.1,0.0,1015.7,58.0
1416,12.6,0.0,1015.7,60.0
1417,12.1,0.0,1015.5,61.0
1418,11.7,0.0,1015.2,65.0
1419,11.6,0.0,1015.0,68.0
1420,11.3,0.0,1014.9,70.0
1421,10.6,0.0,1014.5,70.0
1422,10.0,0.0,1015.2,68.0
1423,9.8,0.0,1015.0,72.0
1424,9.6,0.0,1015.0,73.0
1425,8.7,0.0,1015.1,77.0
1426,8.1,0.0,1015.3,83.0
1427,8.1,0.0,1014.6,84.0
1428,8.5,0.0,1013.9,85.0
1429,8.5,0.0,1012.7,83.0
1430,8.3,0.0,1011.8,81.0
1431,8.1,0.0,1012.0,79.0
1432,8.3,0.0,1011.8,81.0
1433,8.5,0.0,1012.1,84.0
1434,8.2,0.0,1012.3,89.0
1435,7.5,0.5,1012.5,90.0
1436,7.3,0.5,1012.5,89.0
1437,7.5,0.0,1012.5,89.0
1438,7.7,0.0,1012.1,85.0
1439,7.4,0.0,1011.9,82.0
1440,7.1,0.0,1011.0,83.0
1441,6.8,0.0,1010.9,88.0
1442,6.2,1.0,1010.8,88.0
1443,6.2,1.5,1010.4,91.0
1444,5.9,1.0,1010.4,88.0
1445,5.6,1.5,1011.0,89.0
1446,5.5,1.0,1011.2,89.0
